id,text,non_irony,irony
1378,"@user sorry, missed off my  tag from the end of my tweet",1,0
1379,Why couldn't I just stay sleeping,1,0
1380,I'm ready for @user first headlining tour of North America! Tickets/info at #lunatic2015,1,0
1381,"@user logic is an invention by the kuffar, everything makes perfect sense. () Like monkeys stoning she monkeys",0,1
1382,@user someone's on the defensive...if the shoe fits 🐸☕️,1,0
1383,"@user @user Really?! This is absolutely below the belt, especially towards Tom Boon ... #DeepRespect ...",0,1
1384,"Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it's time to limit judicial review.",0,1
1385,@user mocking a spiritually precious holiday for millions is just so courageous of you... #shameonyou,0,1
1386,Bet that was #limbs in the Sunderland end,1,0
1387,@user @user the only scary Bollywood film I've watched is Bhootnaath,0,1
1388,...but then it started itself and made the Windows noise. So starts this exciting day of mine...!,0,1
1389,love is bliss...,0,1
1390,@user @user @user @user @user @user @user @user 9 Followers and now he's relevant?,0,1
1391,feeling well,1,0
1392,"Lawyer on train to other lawyer talking about ceiling ad- ""who would even read that? No one's going to notice that thing...""",0,1
1393,Merry Christmas love Instagram 😂 #gifts  #spam,0,1
1394,@user The fact that Whites are prone to universal thinking is actually racial in and of itself.,0,1
1395,Sad to hear about @user passing. His family and friends are in my prayers today. #rip @user,1,0
1396,Nothing says welcome to home better than this. #wemissedyoutoo,0,1
1397,@user :)) thank you so much. Such a generous display of kindness from your side.,1,0
1398,Just found the picture of lisazamorano trying to kill me #bff at our #seniorbrunch @ Moutain Meadows,1,0
1399,#WreathAcrossAmerica #Jax it is finnished #honor #FallenHeros in Jax||http://t.co/OXybfwwWb6,1,0
1400,You know its a gonna be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack,0,1
1401,We prefer to lose the derby vs #SuC and fight for Ligna trophy.,0,1
1402,Wow I feel so bad that you had to actually do your job as a teacher.  #stopcomplaing,0,1
1403,"It is so much easier for me to write how I'm feeling than to actually speak it, I get nervous and stumble on my words if it's on my heart.",1,0
1404,Quizfreak #proud #Brummie over here xxx,1,0
1405,Look!: #Poulan #Chainsaw #New #shopping #chain  #saws #start #starting #will #wont,1,0
1406,History check anyone know what this is?,1,0
1407,@user plus my memory is short and I deleted all those pic you shared. Boom.,0,1
1408,wow what great banter from @user,0,1
1409,"Maaaaan stupid instagram I went from having 300+ followers, to my cat my mom and tom from MySpace -_-..... #smh  #butstill !!!",1,0
1410,"@user followup to Ferguson/stereotyping talk is audio about a kid who wants to do ""hood-rat"" stuff?",0,1
1411,@user @user Nice but  original,1,0
1412,"Appreciate @user that he has spared suspending our accounts, only blocked us.",0,1
1413,Oh the  - a gas hauling semi with FLAMMABLE signs all over it - and the driver is smoking. #truestory #I10 #Texas2015,0,1
1414,i can always count on freshmen to make the library loud. THANKS,0,1
1415,"@user   :/ still Q10, still one of the best :D",1,0
1416,"Oh materialism, how I've missed you.",0,1
1417,"@user @user @user Obama , like DiFi with #TortureReport is using the 'scorched earth"" method.#tcot",1,0
1418,@user @user @user That is fine company!,1,0
1419,Stinker of a day... Nothing has gone right. Got worse as the day went on... #Ahhhhhhhhh #Depression #CantWaitForTomorrow,0,1
1420,"Too late, thrown the #PS4 out of the window last night cus i couldn't play",0,1
1421,@user @user Second prize is TWO signed copies of Boris' book. #onlyKidding,0,1
1422,"@user @user ""Unity we stand"" all white people.",0,1
1423,@user @user yip most likely the next time I get #suckered into #making anotherone 😜,1,0
1424,Staying #casual #monday #funday  #ootd #fashion #style #allyouneedisstyle #todayimwearing,0,1
1425,Let's just not pretend for once. .,1,0
1426,My fingers smell like lavashak :),1,0
1427,@user regarding what the PSU president does,1,0
1428,Please dont fuck with me when I first wake up a morning person!,1,0
1429,It's beginning to look a lot like Christmas! #timetodecorate #tistheseason,1,0
1430,Oh how I love this,0,1
1431,Don't forget to join @user for #Steak Night tonight starting at 4pm! #nyc #food #foodie,1,0
1432,"It's hot, it's humid & you're wearing uggs. Wow. Nice style!",0,1
1433,It will be impossible for me to be late if I start to dress up right now. #studing #university #lazy,0,1
1434,Yet another angry #Bluehand moron blocks me after just one tweet :-p,0,1
1435,"Company profile NOT TWINS VENTURES, LLC -   #TWINS #VENTURES, #LLC",1,0
1436,Ooh! Someone knows how to click the 'Unfollow' button. I'm impressed!  #beforeCoffee,0,1
1437,A tiring selfiee!!but yet looks #freshh :P Aftr long work!!! I love unii,0,1
1438,"Yeah Hastings, Rose, Bird and Beer is a much better 8-11 than Richardson, Zampa, Laughlin and Tait.",0,1
1439,The last time I'll get up at 6:30am I'll miss this,0,1
1440,2 days off the next two weeks. 3 in the new yr. Love working over xmas.  #needthemoney,0,1
1441,@user |My Jambo buddy sees a more Scottish identity emerging for HMFC.|The John Wilson types can travel to Govan.|,0,1
1442,"Japan's #Abe #gets #the #mandate #he #wanted #â€"" #but  the #recovery he wanted: Japan's Prime Minister Shinzo...",1,0
1443,IS IT FRIDAY? *heavy sigh* Nooo. It Is totally Wednesday~! What a MESS. Wait 2 more days.,1,0
1444,@user haha they were never nice. Guess I'm not cool enough 😔 #sadface,1,0
1445,Confucius Motivational Quotes FREE ANDROID APP,1,0
1446,"@user Gonna miss @user @user @user and others, but at least we got Howie Kendrick...  #NotStoked #WTF",0,1
1447,Thank you @user for these amazing candles from the new series of @user #atmosphere...,1,0
1448,The #blackbrunchnyc hashtag got the racists goin up on a Sunday...😒,1,0
1449,Watch father and not his daughter FUCK #Old+Young #father #and,1,0
1450,im in some place where the word 'job' means stealing,1,0
1451,"Prediction: Erv Santana will be disinterested in playing for the Twins in 2015 too... (aka, we didn't offer enough)",1,0
1452,I bet its warmer in Nova Scotia today! #frio #cold #freezing #costadelsol   #IloveCanada,0,1
1453,Say no more.... #bigclub,0,1
1454,@user @user what's going on with sharks hair? Looks like the council has cut it,1,0
1455,@user @user @user @user @user @user @user not now guys finals 💯,1,0
1456,650 return flight. Why I love my family. #familyvacation,0,1
1457,@user @user @user if not your 👊👊 box them up yeah 😂😂,1,0
1458,"whoever just did the hunger games whistle on the quiet floor, I applaud you on your originality and cultural relevance  #oldjoke",0,1
1459,I'm going to Finnish all my homework and get caught up on everything over the break,0,1
1460,"I love getting woken up by my body just to say ""I know you were comfortable sleeping.. But here's something you don't want anyway""",0,1
1461,Good thing y days not ruined....,0,1
1462,I have such a wonderful gf!,0,1
1463,Why everything must b turned into a disaster to avenge another disaster?What's so gratifying in forgetting tht we all are humans/Pakistanis?,1,0
1464,Yea I love it when 2 is already throwing a tantrum upon waking up. Totally. Awesome. 👌  @user,0,1
1465,": World's most villainous climate criminal, Australia, attempts to heavy other nations at Lima #auspol",0,1
1466,So glad to be off work,1,0
1467,Fuck pure clothes though!!!  spoiled just blessed💪,1,0
1468,@user but it wasn't as bad as that picture seemed to indicate.  You're still a very horrible person.,0,1
1469,Wish she could have told me herself. @user #nicolescherzinger #OneLove #myfav #MyQueen ❤️❤️,1,0
1470,you are the one LYING @user @user @user @user @user,1,0
1471,Some guy chattin shit to me on the bus saying I look like snoop dogg #KMT #again,1,0
1472,@user don't let fuckboys get in the way of you being happy never have AND never will. Lmao  #DontBelieveMeJustWatch,0,1
1473,I have to say that Misty with Johnny Mathis is one of my favourites,1,0
1474,@user Deutsch is a misogynistic toad; how shocking he's a bigot too  .... #HandsUpDontShoot,0,1
1475,"@user @user oh aye, I'll give you that ; )",1,0
1476,This link will be relevant in a couple of days.,1,0
1477,"@user Now, Tomorrow productivity at work would be hampered. #GetMeToEVC",1,0
1478,Just got an email from the law school saying 3 people have infringed copyright by not referencing properly..in our essay on copyright,0,1
1479,How far would you go for #safety? #onlinedating #relationships via @user,1,0
1480,"@user @user @user BF4 SP is shit, while the MP was broken for 11 months so...",1,0
1481,People aren't as beautiful as they look #people  #beautiful #look #walk #talk #personality #love #care #share,1,0
1482,Eeeek cinema date with the boo this weekend🙈💕,1,0
1483,Awesome rainy day at the track!!,0,1
1484,"love, love, love how the left side of my face is swollen.  😡😭",0,1
1485,I retweeted this so Chris Graham blocked me. |😂,0,1
1486,@user So PSN and Xbox Live are both down on a day many people get new video games.||North Korean hack? 😫,0,1
1487,@user great Christmas present . Unreal what the alcohol industry will do to lure young people. #sad#nosocialconscience,0,1
1488,"@user I've had three boys, breastfed them all for about a year each and never had to do it out when I was out!  necessary",1,0
1489,So you think anime is for kids... Tell me again how many times you have seen Frozen #anime #is  #for #kids #Frozen,0,1
1490,@user @user @user #WatchOutForThis|Hold the line,1,0
1491,"@user @user Porn!? Where where?? Move that naked woman, I can't see where the porn is!| #games",0,1
1492,I am starting to think UK has a pretty good basketball team #BBN,0,1
1493,Cold or warmth both suffuse one's cheeks with pink (colour/tone) ... Do you understand the underlying difference & its texture?,1,0
1494,An answer to the one who criticize #feminism #Uglygirlsclub  #fourthwave,0,1
1495,people never change and that's that,1,0
1496,I asked God to protect me from my enemies a long time ago .. short after I started losing friends  or #naah,0,1
1497,Constipated from eating nothing but shit for three weeks.,0,1
1498,BITCH WHERE THE FUCK U THINK IM GOING?????|BETTER SIT ON DOWN WITH THE REST OF THESE BITCHES WAITTNG FOR ME TO MOVE....  NEVA,1,0
1499,#Israel #raps #Palestinian #U.N. #draft as '#gimmick.' via @user,1,0
1500,Count the scars on your soul,1,0
1501,HAPPY is how i can describe today! ☺ 💜,1,0
1502,So happy i havent gone to bed yet,0,1
1503,@user I'll snap at you if you tell me what to do again!|😂  #funnyGuy,0,1
1504,MT Darth Vader is polling higher than all potential 2016 US presidential candidates you surprised?,0,1
1505,#notcies #eu Moscovici quizzed on extra time for three EU countries to hit eurozone targets,1,0
1506,So which beauty's can get me some followers then🙊,1,0
1507,"For those who CAN hear us, @user talks about NB Power's record number of outages. 7:13  #transmitterproblems",0,1
1508,Hold It Bub! >> >> #cartoon #comics #funny #jesus,1,0
1509,Dang my selfie game is on point when I'm drinking  #actuallysorry,0,1
1510,@user @user @user #Already dividing One from another!| Good,1,0
1511,"@user Im sorry chode, my phone broke ;)",1,0
1512,RT @user Should be great watching Miami try to block Sweat and Featherstone off the edge next two years. Real fun stuff,0,1
1513,"@user he lost his license not long after, mwahaha  @user",0,1
1514,This kid right here makes me so happy ❤️ #nephew,1,0
1515,"@user Aaaaaand to read ""Big Sleep"" because can't get any sleep...",0,1
1516,@user I just texted you. Now I'm going to sleep-not ignoring,1,0
1517,Love scooping feed bunks before we can feed calves,0,1
1518,Another @user  moment. We can't be bothered to fix your broadband problem but would you like to buy an Iphone6 of us! HELL NO!!,0,1
1519,#034i #100 #Glitter #Inside #Just #Lamp  #Of|Please RT:,1,0
1520,@user @user @user @user awesome! :),1,0
1521,long to wait till released CO2 turns up temperature -,1,0
1522,Hope Tulisa doesn't get a job back on #xfactor next year,1,0
1523,One more all nighter and the semester is done,1,0
1524,"Race 5 at Sandown dogs tonight sponsored by ""Dandenong Budgie Club"" |Hope that's a joke.|Love a seat at that table  #nerds #getalife",0,1
1525,Yay for my family leaving & going to Seneca & leaving me to fend for myself.,0,1
1526,way to prove that women are more than just breasts & an ass...  😒,0,1
1527,@user I have the box set of The Complete Steptoe and Son.  That should cheer you up,0,1
1528,"Went off the road this morning as did my English professor , thank you FSU for your concern for commuters  😒",0,1
1529,#TeenAnalCasting #Alice Alice and Dana -TLW 3X05 Part 2,1,0
1530,@user I get paid 4 posting stuff like this on TSU! ||YOU CAN TOO! go to #FOLLOWBACK,1,0
1531,Can't wait to see all the ig pics of people bragging about what they got  #noonegivesafuck,0,1
1532,Going to my class #fuckyou important,1,0
1533,I love it when work tells me they don't need me to come in 💁😂😭😭😭,0,1
1534,"@user Arizona Coyotes forge deal with BMW But, relocation!!!",0,1
1535,@user Presumably you have evidence to back this claim and it's not simply a feeling you have based on your interactions.,0,1
1536,"@user Personal protection, 2nd amendment. Nothing to see here.  #SMFH",0,1
1537,@user heh as if @user and average work in the same sentence!,0,1
1538,@user excited for 2015 its gonna be a good year for music ur gonna smash it #Ed🎤,1,0
1539,@user Why does a iPhone purchased at full-price still need a mobile device unlock code to work internationally?  #uncarrier,1,0
1540,@user I mean that all matter this game,0,1
1541,"The  of the new JD gym bein right next to a Sayers ""sausage roll with  salad please"" 😳",0,1
1542,".@allanhawco Finally had a chance to watch Doyle finale. Thanks for 6 great seasons. Yes, I cried at the end...",1,0
1543,RTed that because yeah that totally makes sense,0,1
1544,We'll that was a great way to start off my morning 😀,0,1
1545,"Giving 200 Cr. Water Subsidy to ""Public"" is a CRIME & Wasting 200 Cr. On Advertisement is DEVELOPMENT...Waah ji waah",1,0
1546,I liked a @user video from @user 2015 Challenge! Style By Dani,1,0
1547,I come up with some ridiculous scenarios in my head 💭,1,0
1548,"The counter argument... RT @user If OSU lost last night, Baylor would be in & we'd all be talking about benefits of no Big 12 champ.",1,0
1549,What I learned today??? You can choose to live a fearless life. #iam #fearfree  #fearfull,1,0
1550,@user always a worthy choice @user @user @user @user,1,0
1551,#Patriots #report #card: #Grades  #half bad: Tom Brady throws under pressure in the 2nd quarter during Sundays,1,0
1552,"@user Your not understanding something, does  make you an expert in the field.",1,0
1553,"A MAN MUST HAVE (3) F's TO GET a A IN LIFE: FORTITUDE, FOCUS, & FINANCES. @user",1,0
1554,"@user yep, the family of #EricGarner is feeling really joyful right now...  #BlackLivesMatter #ShutItDown",0,1
1555,"@user I.e., strength in numbers, focused movement, appeal to other countries, use pens and paper, change the way we live drastically.",1,0
1556,"I'm going to call today's commute ""quality time"" w/ my mini. 1 hour & 40 minutes of ""quality time."" Thanks DC rush hour! #Optimism",0,1
1557,@user my favourite day of the year !!!!,0,1
1558,Hahaha! @user enjoying the #selfiestick I got her for Christmas!,1,0
1559,Love working and be exhausted all the time,0,1
1560,"Yep, it's exactly what you're thinking... someone called an Ambulance for the former Audi R8...||#Audi #R8 #Carporn",1,0
1561,@user Your opinions don't affect me. I'm going to keep living my life.,1,0
1562,: #BlackOnBlackCrime comitted by|#BlackLivesMatter #Protest in #FERGUSON ?|http://t.co/SEPGzy9Bzb|Post RTs @user,1,0
1563,For those of you that LOVE this time of year.,0,1
1564,@user you could probably just call or text her that information. #allcelebritiesarefriends,0,1
1565,@user You are going to have to explain?,1,0
1566,"Sony Studio Bosses To Employees: Don't Worry, We'll Be Fine I know I'd feel better.",0,1
1567,"@user @user Hmmm, Next year we'll be saying, teams that moved from SD to LA.",0,1
1568,@user - Russell Brand discussed today how much his London mansion is worth..and Marx was married to a baroness  #scum #weak,0,1
1569,@user @user @user too much of that herb. New trend of potheads contributing to society maybe? Darn that,0,1
1570,@user wesay Yar her date was good 😉 I guess she(in first meeting)wanted to b seen with a girl or smth(in hindsight I found her mashkook),1,0
1571,"@user no, not negation. Sometimes, peace is achieved in a way that you accept to be content by a constant searing.",1,0
1572,Aw thanks mother nature. Merry Christmas to you too!,0,1
1573,Feeling artsy tonight. #artsy#homealone#vienna#studentlife @ b&e's apartment,1,0
1574,How could he kill is best friend  #a true #friend,1,0
1575,"What an Irony! The Police divide us, The Terrorists Unite us! #Terrorism #PoliceBrutality",0,1
1576,"Thank you to all of the lovely people who come to work sick, or come to eat sick.. I appreciate your germs...",0,1
1577,Smh never knew something could be 80% halal....Been muslim my whole life but somehow i've learned something new i guess,0,1
1578,"@user WOW, so now things are going to change? Never heard that before from the opposition. Please vote, it works so well",0,1
1579,"Always gonna be an uphill battle, sometimes I'm gonna have to lose.",1,0
1580,"Obama whisked away to hospital, diagnosed with acid reflux  -Wow, that's some real news.",0,1
1581,Lmao I may be drunk... But my level of maturity is at it's all time high lmfaoo. 😂😂😂,0,1
1582,"@user wait...there's a ""New Wii U""?",0,1
1583,@user @user @user but would you be willing to purchase from a vending machine?,1,0
1584,Nothing beats a surprise Tetanus shot at the doctor's office. #blessed,0,1
1585,Yay! More worthless Windows 8.1 updates. Computer still never sleeps/hibernates on its own. #fixit #fail #Microsoft,0,1
1586,@user doesn't lucky and fortunate mean the same thing?,0,1
1587,Just in case you thought you had a blankety blank job check out this guy. #2a||#HappyNewYear|http://t.co/OXybfwwWb6,1,0
1588,Just watched how Pretzels were made. #interesinglife  #whatamidoingwithmylife #longesthashtagnotneededbutYOLO,0,1
1589,"LOL and now you cant see when blocked, best thing you can do is install a different browser @user @user",1,0
1590,@user ||How dare @user not pass legislation to force people to catch buses on those routes. Should be a life in jail.||,0,1
1591,Being used is such a great feeling...,0,1
1592,@user @user missing the bants at work today  #ha #ha #ha #shitbants,0,1
1593,"I have an idea, how about 911 operators don't ever describe race?||And police have to wear color blind glasses?||",0,1
1594,#notcies #eu End to fish discards delayed - End to fish discards delayed Copyright EP 2013. From: Eu Reporter Vie...,1,0
1595,@user hahahah Donna being inspirational and shit 😂 that's great,1,0
1596,Hope everyone is having a lovely Marxist Christmas,0,1
1597,Hmm. Training for encouraging motivational change tonight. Don't know if I can be bothered to go.  #burnout,0,1
1598,@user why are you so beautiful?!,1,0
1599,#MerryChristmas to each and every one of you lovely lot! #PeaceOnEarth X,1,0
1600,@user which would ALSO push rates up :) isn't this a fun game?,0,1
1601,Do you want more period related post or do you like how I post some personal things here on Instagram?,1,0
1602,Why can't I (You) retweet my (your) own tweets? This is an important issue that needs to be resolved!,0,1
1603,Follow> @user now for great tweets about starting an online shop! StartOnlineHere,1,0
1604,#Dallas #traffic I sure missed you!  @ Downtown Dallas Traffic,0,1
1605,Prunes toffee and effervescent goodness.. - Drinking a Delirium Nocturnum @ Memphis' Pint & Dram - #photo,1,0
1606,Tamir Rice's Memorial is today. His family had plans of seeing him grow up. Not gunned down by police. Police?,1,0
1607,I don't think you get how embarrassing and trashy all of that really is...  s'cute,1,0
1608,Stay tuned for drunk videos of my mom,1,0
1609,@user wow that's impressive...I have to force myself to go just as I will be doing later! #gymfanatic,0,1
1610,"@user it could have happened to anyone. Your time will come, critics. Oops, apologies. A typical  -loving #Brit.",0,1
1611,@user to watch re blues? Chelsea's of course,0,1
1612,#BBC #News -- #China -- #Shanghai #crush: #Xi #Jinping #orders #new #year #investigation.,1,0
1613,I doubt this week could get any better.,0,1
1614,suddenly w-wada,0,1
1615,@user long yeah. the director's cut will be longer! 😁 you need to see Penguins of Madagascar btw,1,0
1616,i decided to become my own boss to have more free time.. now i have no time left whatsoever.,0,1
1617,Wow I just can't wait for all the #newyearnewme posts 😂😂😂,0,1
1618,@user I'm hurt but I still love you,1,0
1619,"EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.",1,0
1620,.@tomorrowstand Yup. That's exactly how we do it,0,1
1621,Happy Monday all!  #pbloggers #mbloggers,0,1
1622,My death will likely be caused by  at the wrong time.,1,0
1623,What?!? The 4 team playoff picked by 16 people didn't solve schools still being pissed?!? I'm so shocked!  #CFBPlayoff,0,1
1624,"@user IKR?! don't you see? he's gonna cry from his utter joy of being with that crybaby! Such a beautiful ""couple""",0,1
1625,I love waking up at 8 am on a Saturday morning after going to bed at midnight,0,1
1626,@user Electricity generated in Kashmir can illuminate whole India: PM but it's only not illuminating #Kashmir,0,1
1627,Oomf should be chowed in her mom's car,1,0
1628,Love waking up early in the morning  #HockeyTournament #RefLife #Zebras,0,1
1629,"Gotta go out with him and the third,forth,fifth...wheels.| #WinterThought",1,0
1630,"@user  you were decrying a hate crime against a Bosnian man & now you're back to your same old game, inciting hate torwards Muslims.",0,1
1631,@user hmmm interesting 'jury's out' but edging towards the right side of 'favourable' !! #hopethathelps,1,0
1632,@user I can't stand watching a #UKvsLOU game with a Louisville fan! They're as bad as Steelers fans. #BBN @user,0,1
1633,"#Twitter pushes people to read, while #Facebook pushes people to breed.|#TrueFact",0,1
1634,It scares me when I think about what things will be like a year from now! #2015,1,0
1635,#take#a#deep#breath#it's#just#a#bad#day#a#bad#life,1,0
1636,Downplaying social media but using a hashtag? #givepresence,0,1
1637,Writing an article on mood enhancing foods. Telling people what to eat to be happy,0,1
1638,@user a Woman that puts a man in irons supports the irons!!!,0,1
1639,Ay after 2 hours nareceive ko rin yung message haha thanks globe,0,1
1640,Woohoo admitting someone who literally needs nothing but med refills!,1,0
1641,I just love being told that I wouldn't have gotten hired if my boss knew I was pregnant.. #ha,0,1
1642,Well @user I watched'Making of' clip about Drive Rescored. Now I see how easily composers do it!  #,0,1
1643,Couldn't have asked for a better night.,1,0
1644,I DON'T WANT TO SEE A REMAKE OF MY FAVORITE MOVIE.... OLDBOY WAS A PERFECT FILM.,1,0
1645,Really don't wanna get ahead of myself but I can see the light at the end of the tunnel now #Rangers,1,0
1646,Good thing I'm scared of clowns and my kindergarten teacher was dressed as one today. 😑,0,1
1647,Check out my latest blog post on MyFairDaily: Pins That Really Work!!! #lbloggers #lifestyle #pinterest #triedandtrue,1,0
1648,Ya and listening to them talk about how hot girls are is a favorite past time. -_-,0,1
1649,"Watching the news being like; ""oh this totally restored my faith in humanity.""",0,1
1650,The Chicago Firehouse Restaurant caught fire this morning.,0,1
1651,@user I think that was the joke.,0,1
1652,@user yeah me! |I should get a more active social life and get away from the internet...,1,0
1653,just pulled up to school for the first time in my life in a good mood only to find out it doesnt start for another 2 hours   #BLESSED,1,0
1654,"K should give us a famous bf, some fan need an entertainment apparently",0,1
1655,I can see it in your eyes.. #Kingofpop #mjackson #michaeljackson #invicible #breakofdawn #king #is  #dead 💜...,1,0
1656,"@user "" It's the freshman semester of my first year..."" #ohanya #finalsamiright",1,0
1657,@user @user @user @user @user @user @user @user @user All the best 2015,1,0
1658,"Watching my grandparents and my parents pay all these bills, really excites me for the future. -___-",0,1
1659,I love my customers #annoying#stoptalking,0,1
1660,"Song of the Day: ""Love Like Winter"" - A Fire Inside.",1,0
1661,It #has  been #seen www.monstermmorpg. com since. parados by #MonsterMMORPG #bean,1,0
1662,I really need to shoot something soon.,1,0
1663,@user @user blacks aren't elite enough to die in hospitals remember? That's only reserved for when police are in casualties...,1,0
1664,Happened in my culture competency class...I couldn't continue to argue with ignorance  <- my face in class,1,0
1665,@user this is my new fave thing on facebook  #sexpest,0,1
1666,@user ****ALERT**** PLEASE CHANGE THIS.... ITS  ME>>> #NowPlaying Relentlezz @user  - Who I Be :: Tune In:,1,0
1667,"@user we all love a trier mate, but seriously, game seems to pass him by, poor on the ball,doesn't pick his runner up!",1,0
1668,FOR SHAME .. THIRD TIME ... Pregnant Duchess wears designer dress for the THIRD time in New York via @user,0,1
1669,Customers during Christmas time are SO NICE.,0,1
1670,"I shouldn't lose a full day of work because of system updates, but it happened yesterday. #fuckingwindows",1,0
1671,Yes it is much more logical to support criminals & attack police officers for protecting life & property. #HandsUpDontShoot,0,1
1672,@user to the same sex.,1,0
1673,Totally been killing it with my assignments lately  #socollege,0,1
1674,The shadowy Investigatory Powers Tribunal says tapping of major Internet cables OK. That's alright then.,0,1
1675,@user cropped her own child out of her picture. #motheroftheyear,0,1
1676,@user have fun at that...,0,1
1677,I'm kinda missing summer @user .|.|.|#summer #2o14 #bestie #alena #bestfriend #idek #we #cool  #chips #food #followme #ifoll...,1,0
1678,"Enroll 2 Members 1 on each leg (L/R). THEN, help your 2 Personally-Enrolled Members get 2 Executive w/ Diamond Pkgs.",1,0
1679,China calls US hypocritical on #humanrights but Chinese peace prize goes to Castro (& Putin in 11)? ; via @user,0,1
1680,@user @user @user sure that will end well,0,1
1681,@user You seriously bought a giant TV to play in the box?,1,0
1682,When you return in kind then so called friends label you as being unkind. :),1,0
1683,"Today I'm standing at the front of Tesco wearing an Elf's hat, saying hello to customers and getting ignored. #dreamjob",0,1
1684,At last I can quit work and enjoy life lol,0,1
1685,"@user @user Obamanomics: FS & Unemployment Insurance is ""economic stimulus"". FT to PT work frees us to follow our dreams.",1,0
1686,@user thanks for noticing me,0,1
1687,Photo: 3pc Lace Corset Size: small-2xl Price:$40.00 Leave size and email for invoice,1,0
1688,"or have you redefined ""network"" to mean a lone moron talking to himself on youtube @user @user @user @user",1,0
1689,"@user @user Wow. Catch up with the news. ""False intelligence"" found to be not false. See Wikileaks and other sources.",1,0
1690,Event technology session is having Internet problems.   #HSC2024,0,1
1691,Nothing like waiting at an airport. #youcanthearit,0,1
1692,@user @user @user @user they better!,1,0
1693,@user @user thnx all sorted now.. #kids #happy 😊.. Thanks again @user for trying to help most of all thaku for replying,1,0
1694,yet another rainy goshen concert night☔🎻 #surprised,0,1
1695,@user ugh... painful for sure. can't win em all I spose... but you shouldn't ever look like that.,1,0
1696,Time to look at my Golden Girls all nite😁#love this show,1,0
1697,And that's a wrap for 2014 shows kiddies. Ending in the Berkshires. #BoseL1Model2.,1,0
1698,@user @user good step by BjP goons,0,1
1699,I just LOVEEEE finals soooo much . And not getting any sleep is the best part about them 😲🔫,0,1
1700,How did I miss that there was a Taken2?,0,1
1701,#WTF is happening to these kids??? Are you kidding me with this?? #insulting #KnowYourHistory #WhoIsPaulMcCartney,1,0
1702,#NYPD did  comment 4 this or provide its own internal #statistics w/|🚓 involved 💀s & the info has not been given 2 the FBI since 2006.,1,0
1703,@user @user @user And it starts :P |#GetEnchanted,1,0
1704,3 hours sleep yay loving life,0,1
1705,@user try your luck tom! You can be one of the 20 free passers and makatanggap ng free item from david. Okay na yun tas uwi haha,1,0
1706,#TeenAnalCasting #What What is the Creampie Crusade?,1,0
1707,Everyones full of ruddy xmas cheer here,0,1
1708,home alone aka turn on all the lights #scaredycat,1,0
1709,@user @user in the paper that supported the blackshirts.,1,0
1710,"nope, you do NOT fit that definition @user @user @user @user @user",1,0
1711,"@user @user @user You are kidding, right?  #poortaste",0,1
1712,so Ugly Christmas Sweater Women's Sz M,1,0
1713,I love when I'm taken as a joke...makes me feel so good about myself!,0,1
1714,Wow Tim Hortons Cobourg is really on their A game today,0,1
1715,It was so incredible to hear Justice Ginsburg speak today. She truly is an inspiration.,1,0
1716,@user @user @user #whoISshe LOLOL !!,1,0
1717,a Bad Gift: Wall Gives Gooden $100K Cash (via,1,0
1718,Was pretty windy at the summit. Memphis loves the floppity ears while he watches the raptors soar #getoutside #yyj,1,0
1719,"Yea, yea that's logical.",0,1
1720,4:30 an opening my first beer now gonna be a long night/day,1,0
1721,"If I carried on the way half the men do on here, I'd be getting called a crank (amongst other things) and be asked if I had #PMT... 💅",0,1
1722,2 a.m. trips to Walmart for mess are always fun.,0,1
1723,Illinois just made it illegal to film cops? I guess that's a step in the right direction.  #wtf,0,1
1724,@user a day or two after.,1,0
1725,In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should...,1,0
1726,Morning #monday people  long know keep working hard! #MakeSussexSafe 01273276865,1,0
1727,@user I hardly think @user give a shite about the fans tbh,1,0
1728,@user I need a spot for my birthday,1,0
1729,What an eventful day...  ✌️,0,1
1730,I hate it when my mind keeps drifting to someone who no longer matters in life.  #dislike,0,1
1731,Look! It's a white Christmas after all!  #MinnesotaProblems,0,1
1732,They seemed to have found an alternative use for the bible #Hotel #NewYears  #Religious,1,0
1733,But it's time to face the truth... I will never be with you,1,0
1734,Lighting now setup on the #Malawi #Aquarium... Water tomorrow! #Cichlids #NoFilter #MarineWhite,1,0
1735,Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.,0,1
1736,"Is your internet a bit slow today? Blame a thick, wet, cable:",1,0
1737,@user should just relate to her water first AMEN,1,0
1738,Mom: how about we bring your physical trainer Dunckin' Donuts. |Yes.. bringing donuts to a fitness fanatic would make perfect sense,0,1
1739,"@user @user GOP loves immigration. They don't like illegal border crossers, illegal Presidential action and ignoring Constitution.",1,0
1740,@user Adrian was raised that way and he made it to the NFL. Maybe he thought that would motivate his kid to get there too?,0,1
1741,#sotrue #ihavenolife #misshim #lovehim #haveabetterone #Justin #no  #justinbeiber by grandtheftauto_five_troller,1,0
1742,"Does the word ""counter-productive"" ever mean anything to people when they sit around and dream up ideas to double their wage?",0,1
1743,"@user Joel Olstein, a man who hardly ever mentions Jesus in his sermons,  is going to talk about the meaning of Christmas?",0,1
1744,@user after I went to Europe,1,0
