id,text,arts_&_culture,business_&_entrepreneurs,pop_culture,daily_life,sports_&_gaming,science_&_technology
2215,SO THE BROWNS BEAT THE BREAKS OFF THE SQUEELERS THURSDAY! HOW WILL U CELEBRATE? HOW ABOUT WITHSOME FRESH NEW CUSTOM BROWNS ATTIRE FROM OUR FRIENDS AT {{USERNAME}} THEY HAVE EVERYTHING YOU NEED. VISIT {{URL}} AND USE CODE  AM1490  FOR 20% OFF YOUR ORDER!!!!,0,0,0,0,1,0
2216,[Carman]  A Steelers lineman after the game admitted  The Browns came out to bully us  - {@Aditi Kinkhabwala@} {{URL}},0,0,0,0,1,0
2217,"Rookie TE Stephen Carlson  19 is hoping to help the Browns turn around their record in the second half of the NFL season, via {{USERNAME}} #Princetonians {{URL}} ",0,0,0,0,1,0
2218,New Listen: Harry Styles - Watermelon Sugar   My first deep dive into his music.  I came to the surface sort of mesmerized.   #HarryStyles #WatermelonSugar #FineLine {{USERNAME}} {@Harry Styles@} {{URL}},0,0,1,0,0,0
2219,"CSB Pod – Myles Garrett s suspension, the Browns  playoff chances and more {{URL}} via {@92 3 The Fan@} ",0,0,0,0,1,0
2220,"Didn’t watch Harry Styles on #SNL this weekend? Don’t sweat it, {@Kate Halliwell@} has you covered with her ranking of everything the former One Direction member did as dual host and musical guest: {{URL}} ",0,0,1,0,0,0
2221,"FYI: {@Ana Navarro Crdenas@} brands herself as a Bush-conservative with deep Hispanic roots, thus, she supposedly speaks for the browns. She lost what little credibility she had when Jeb! gave up the ghost. Her only job now is to maintain the  brown spot  on CNN at all costs.",0,0,0,1,0,0
2222,"Come for discussion of our new No. 1 team (⁦ {@Baltimore Ravens@} ⁩), stay for interviews with ⁦ {@Jourdan Rodrigue@} ⁩ about the Panthers and Colin Kaepernick, and ⁦ {@Jason Lloyd@} ⁩ on the Browns and Myles Garrett ⁦ {@The Athletic NFL@} ⁩ {{USERNAME}} {{URL}} ",0,0,0,0,1,0
2223,New Podcast!  Episode 2 - The Browns Bandwagon - NFL Week 2 2019 Season  on {@Spreaker@} #browns #buccaneers #gambling #nfl #nflpicks #panthers #sports #spread {{URL}},0,0,0,0,1,0
2224,Harry Styles - Watermelon Sugar (Official Audio) {{URL}} via {@YouTube@}  x #HarryStyles is Yesssss!!!,0,0,1,0,0,0
2225,Enough talk about the browns {@Colin Cowherd@} what s your next favorite topic Byu ?  #Irrelevant,0,0,0,0,1,0
2226,"Our buddy and the master of the change in the end zone stripes, therefore the Browns 2 game win streak {@Marc Sessler@} joins us NOW!  Listen on your {{URL}} app or {{URL}} ",0,0,0,0,1,0
2227,Aaaand I got a 2.5 hour delay from {@Southwest Airlines@},0,0,0,1,0,0
2228,Austin Hooper the Browns back up!  he’s on the falcons and the number 2 TE in the league!  {{USERNAME}},0,0,0,0,1,0
2229,"Yep {@British Airways@} topping my personal worst airlines list! 6 hour delay (in transit) from Heathrow a few days ago, and now I’m JFK - 1.5 hours late and so am missing my connecting flight back to Oslo. Also... on hold with customer service for over half an hour.",0,0,0,1,0,0
2230,"I would normally empathise with the {@British Airways@} IT team for a global failure like today, but I m a passenger with a 22 hour delay, 13 hours from home.  Personally, IT camaraderie doesn t extend to these lengths.",0,0,0,1,0,0
2231,I just looked on StubHub -there are still tons of tickets available for the Browns-Steelers game. If Browns fans really wanted to take over it would not be that hard at all. {@Ken Carman@} {@Anthony Lima@},0,0,0,0,1,0
2232,Check out Watermelon Sugar by Harry Styles {{URL}} via {@Amazon@} #NewMusicFriday #NewMusic #NewMusicAlert  #HarryStyles #WatermelonSugar #FineLine,0,0,1,0,0,0
2233,Apparently Garrett and the race card is running into interference from his own team. Today is the first anyone on the Browns heard this s though team mates have spoken about the incident. Hope {@NFL@} adds weeks for lying at the appeal hearing and don’t cave to the card #RavensFlock,0,0,0,0,1,0
2234,Report from {@Timothy Burke@} - NFL Films did NOT have any players mic d up for the Browns-Steelers game {{URL}} by {{USERNAME}},0,0,0,0,1,0
2235,Why is race baiting by {{USERNAME}} ok? I wish {@ESPN@} would stick to sports when they don t have evidence either way with the Browns and Steelers controversy.,0,0,0,0,1,0
2236,STREAM WATERMELON SUGAR BY HARRY STYLES OR PERISH {{USERNAME}},0,0,1,0,0,0
2237,"“I know what I heard.Whether my opponent s comment was born out of frustration or ignorance,I cannot say.But his actions do not excuse my lack of restraint in the moment, and I truly regret the impact this has had on the league,the Browns and our devoted fans.”@MylesLGarrett ❤️",0,0,0,0,1,0
2238,School on a 2 hour delay.  We will get that b day stream started sometime this morning.  = ) {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {@Mixer@} {{USERNAME}},0,0,0,1,0,0
2239,"The {@Cleveland Browns@} have no choice but to win Sunday. After all of this nonsense with the Steelers, along with all the pre-season hype, a loss to the Dolphins would make them the joke of the league!",0,0,0,0,1,0
2240,"Also #Browns put the kibosh on his interview with {@Jay Glazer@} , maybe he was going to spill the beans & the NFL put the pressure on the Browns to kill it??? #FreeMylesGarrett",0,0,0,0,1,0
2241,Classic service from {@Ryanair@} book the early flight to make the most of a weekend in Dublin. 2 hour delay but the next flight is boarding an leaving on time #ryanair #gatwick,0,0,0,1,0,0
2242,Paraphrasing from {@Troy Aikman@} -  the Browns haven t fully committed to using Nick Chubb...  - he has at least 20 carries in 5 straight games.,0,0,0,0,1,0
2243,The most savage thing the {@Cleveland Browns@} could do is release a ‘Building the Browns’ episode with the audio of Mason calling Myles the n word,0,0,0,0,1,0
2244,Michigan week! Now that said if OSU wins and Michigan fires Jim Harbaugh can the Browns go after him please.. just a thought. {@Ken Carman@} {@Emmett Golden@},0,0,0,0,1,0
2245,someone dedicated carolina by harry styles {{USERNAME}},0,0,1,0,0,0
2246,Wait it isn t main event time already is it? {@WWE@} #NXTTakeoverWarGames,0,0,0,0,1,0
2247,Watermelon Sugar ft. Nice to meet ya - Harry Styles / Niall Horan (New H... {{URL}} via {@YouTube@} {@HSHQ@} {@Harry Styles@} {@Niall Horan@} this is absolutely sick,0,0,1,0,0,0
2248,"Fight Night #wildervsortiz2 #boxing {@World Boxing Council@} My scorecards will focus on punches thrown on back of the Head, these Judges & Refs need VAR because they Obviously don t see REPETITIVE action on REAL Time. ️ #ProtectYourselfatallTimes ‍♂️",0,0,0,0,1,0
2249,Time for the main event {@Adam Cole@} {@Roderick Strong@} {@Kyle O Reilly@} {@Bobby Fish@} #UndisputedEra vs #TeamCiampa {@BLACKHEART@} {@Insidious Lee@} {{USERNAME}} #WarGames,0,0,0,0,1,0
2250,The Chargers lead the Lobos 10-7 at halftime! We should have an exciting second half ahead of us! {@NFHS@} #AZPreps365,0,0,0,0,1,0
2251,"Four parts of the Minneapolis rap collective {@DOOMTREE@} formed this beast named {{USERNAME}} , and they blew the doors off {{USERNAME}} in Denver last night.  Their new album “Great Hits” is out now! {{USERNAME}} … {{URL}} ",0,0,1,0,0,0
2252,"So, normally {@Reby Hardy@} I d tease you about how the Bears are gonna woop the Giants tomorrow. However, I don t have that kind of confidence in my team. So, instead I m just going to surrender. Bears offense is embearassing. Your defense should have a day tomorrow.",0,0,0,0,1,0
2253,"Reflecting on the Main Event of #NXTTakeOver I am now SADLY Reminded that 7/8 of the MAIN EVENT came through ROH... I MISS THAT Now, Especially with EVERYTHING {{USERNAME}} Has Brought to Light... Miss THOSE DAYS...",0,0,0,0,1,0
2254,Pre-save my new album  Deezel Cobretti  on Spotify: {{URL}} (powered by {@DistroKid@} ),0,0,1,0,0,0
2255,Great big fight feel main event in {@Tessa Blanchard@} v {{USERNAME}} . Tessa s reign full of excellent matches adding to the legacy. Big time cool moment for new champ #wowsuperheroes,0,0,0,0,1,0
2256,Fans: Harry Styles covering Temporary Fix or Take Me to Church - Sign the Petition! {{URL}} via {@Change org@},0,0,1,0,0,0
2257,Coldplay won t tour its new album until the band s concerts can be environmentally  beneficial  - Music News - ABC News {{URL}} via {{USERNAME}},0,0,1,0,0,0
2258,"Main event coming up in #Niagara! Lucas Bahdi (6-0-0, 6KOs) takes on Victor Cardozo (29-12-2, 21KOs) of Villeta, Paraguay! #boxing {{USERNAME}} {{USERNAME}} ",0,0,0,0,1,0
2259,"259 entries for Day 1B $500k GTD {@WPTDeepStacks@} $1,500 Main Event  Play to Midnight, Day 2 Noon Sunday  Livestream final table Noon Monday  3 additional Sunday and 1 more Monday postlim tourney  Schedule: {{URL}} Structures: {{URL}} ",0,0,0,0,1,0
2260,"The added money seems to follow me wherever I go. $22,960 overlay at the {{USERNAME}} Main Event. Players love it, but it’s getting tougher to find work... Kidding of course, but it IS great to work for places that always honor their guarantees. #OverlayTD",0,0,0,0,1,0
2261,EXCLUSIVE: {@Counterparts@} Vocalist Brendan Murphy Interview on New Album ‘Nothing Left to Love’ {{URL}},0,0,1,0,0,0
2262,Check out my new album  IN DA FOG Beats  distributed by {@DistroKid@} and live on Google Play! {{URL}},0,0,1,0,0,0
2263,"♫ My Top 5 #lastfm artists: Tokio Hotel (31), Harry Styles (21), Bring Me the Horizon (9), Hawthorne Heights (6) & Andrea Bocelli (5) #weeklymusic via {{USERNAME}} ",0,0,1,0,0,0
2264,Harry Styles Features an Ex-Girlfriend’s Voice On His New Album {{URL}} via {@Just Jared Jr@},0,0,1,0,0,0
2265,Fans think the ex on Harry Styles s Fine Line album is Camille Rowe {{URL}} via {@Metro@},0,0,1,0,0,0
2266,Harry Styles Says Zayn Malik Leaving One Direction Made The Guys Become Even Closer {{URL}} via {@Just Jared Jr@},0,0,1,0,0,0
2267,Harry Styles Says One Direction ‘Became Closer’ After Zayn’s Departure {{URL}} {@PopCrush@},0,0,1,0,0,0
2268,"Yes !! {@Burna Boy@} preserve your Grammy nominated self. If SA can’t get it together then be safe for us  and please when you win that Grammy Cos you will win, Take all the giants on the stage with you. Wiz, David , tiwa , Yemi , tekno. History is about to be made !!!",0,0,1,0,0,0
2269,Pre-save my new album  Golden Boy  on Spotify: {{URL}} (powered by {@DistroKid@} ),0,0,1,0,0,0
2270,Pre-save my new album  Sun Shine  on Spotify: {{URL}} (powered by {@DistroKid@} ),0,0,1,0,0,0
2271,2015 ADCC World Champion {@Davi Ramos@} is main eventing Fight 2 Win 132 tonight.   Don t miss this amazing main event,0,0,0,0,1,0
2272,Check out my new album  Stir Crazy  distributed by {@DistroKid@} and live on Apple Music! {{URL}},0,0,1,0,0,0
2273,Stream {@Flipp Dinero@} ’s New Album ‘Love For Guala’ #LoveForGuala {{URL}},0,0,1,0,0,0
2274,"Harry Styles carpool 2 is gonna be airpool, streetpool?! Im kinda into it James {@The Late Late Show with James Corden@} ✌️",0,0,1,0,0,0
2275,Missing #PWRVendetta today but watching #NXTTakeOver: War Games IN FULL to make up for it. The women s match was L-I-T. The number 1 contendership match was fun. {@Finn Blor@} as a heel was HOTTT. Let s see how the main event match goes.,0,0,0,0,1,0
2276,"Absolutely loved {@Scroobius Pip@} ’s interview with {@DJ Shadow Official@} . Best podcast I’ve listened to in a long time, and the new album is a masterpiece. #djshadow #music #podcast #history",0,0,1,0,0,0
2277,"Bit sad to see Amanda Farrugia call it a day. Superb leader at the Giants, a real heart and soul kind of player.  I d say Alicia Eva has some shoes to fill, but I think she ll fly as new captain. #AFLW {@GWS GIANTS@} #womensfooty",0,0,0,0,1,0
2278,"Roha vote #아스트로 and stream the new Album #블루플레임. LET S GET IT, ROHAS! {@ASTRO@} FIGHTING",0,0,1,0,0,0
2279,"Rohas make #ASTRO WIN  VOTE FOR #아스트로 on Mwave and starplay and stream the  new Album #블루플레임. LET S GET IT, ROHAS! {@ASTRO@} ",0,0,1,0,0,0
2280,I just spammed niall questions if  so long  is included in his new album {@Niall Horan@},0,0,1,0,0,0
2281,"A conversation with {@Labrinth@} about his brilliant new album Imagination & The Misfit Kid, his Grammy nominations, composing for Euphoria, working with Beyoncé, Sia, Kanye & Zendaya, his hope to record with Sir Paul McCartney & future plans.. {{URL}} #Labrinth",0,0,1,0,0,0
2282,Check out this fab new album  Ignorance Is Bliss  distributed by {@DistroKid@} and live on iTunes! {{URL}} {{USERNAME}} what do you think xx,0,0,1,0,0,0
2283,"Check out my new album  Above the Rain  distributed by {@DistroKid@} and live on Apple Music! {{URL}} Each song tells a story That may resonate with you Please follow and retweet Oh, and download, thank you. Popsd",0,0,1,0,0,0
2284,"Check out my new album  Above the Rain  distributed by {@DistroKid@} and live on Google Play! {{URL}} Each song tells a story That may resonate with you Please follow and retweet Oh, and download, thank you. Popsd",0,0,1,0,0,0
2285,"Check out my new album  Above the Rain  distributed by {@DistroKid@} and live on iTunes! {{URL}} Each song tells a story That may resonate with you Please follow and retweet Oh, and download, thank you. Popsd",0,0,1,0,0,0
2286,Alamo City Fight Night: Daniel  Da Beast  Baiz vs. Ysreal Barboza {{URL}} via {@YouTube@} My boy Baiz had the 4th and 5th round. Give it to him!!!,0,0,0,0,1,0
2287,"Check out my new album  Above the Rain  distributed by {@DistroKid@} and live on iHeartRadio! {{URL}} Enjoy, retweet, like, follow, download. Thank you Popsd",0,0,1,0,0,0
2288,I think for next week we need to bring our secret weapon to the game for the Steelers Browns game!!!!! {@Caroline Collins@} you need to be at Heinz Field next Sunday!!!!! I honestly cannot wait for the rematch Caroline!!!!,0,0,0,0,1,0
2289,Enter to see Harry Styles at The Forum from {@1043MYfm@} . {{URL}},0,0,1,0,0,0
2290,"Loving that new album from {{USERNAME}} . Getting major Monsoon Bassoon vibes from a lot of it (particularly ‘Bee’), which is no bad thing. Others have compared them to Cardiacs and King Crimson. All good  {{URL}} ",0,0,1,0,0,0
2291,A new album from {@Selena Gomez@} is coming in January and I seriously can t contain my excitement  {{URL}},0,0,1,0,0,0
2292,Port Harcourt are you ready for the HOME & AWAY concert with {{USERNAME}} coming on the 17th of December 2019 at HIGI HAGA along Peter Odili Road.  Time - 6pm carpet | 7pm main event.  #HomeAndAway #musicconcerts… {{URL}},0,0,1,0,0,0
2293,"The {{USERNAME}}  $10,000 Main Event Competition  begins on December 5th.   It consists of 5 monthly leagues, with top 20 qualifiers each month. In May those 100 play a weekend series.   Top 8 make finals.   Win= 50/50 stake in a 10k! (+1k travel) {{URL}} ",0,0,0,0,1,0
2294,"Giants at the Bears  today...watch the Giants defense make Mitch look like elite QB, Daniel Jones will have a tough day at the office today. Best of luck today mi hermano {{USERNAME}} ",0,0,0,0,1,0
2295,Check out my new album  Life Lessons  distributed by {@DistroKid@} and live on Apple Music! {{URL}},0,0,1,0,0,0
2296,The sad thing about {{USERNAME}} new album is {@MAYORKUN@} is not on it.,0,0,1,0,0,0
2297,"Fellas no joking, why don t the Steelers look to pick up Minnesota s Jake Browning off their practice squad? He looks better than both Mason & Duck {@Andrew Stockey@} {@Guy Junker@} ",0,0,0,0,1,0
2298,"Ron no joking, why don t the Steelers look to pick up Minnesota s Jake Browning off their practice squad? He looks better than both Mason & Duck {@Ron Cook@} ",0,0,0,0,1,0
2299,IM SO HAPPY I GET TO SEE HARRY {@Harry Styles@} ❤️,0,0,1,0,0,0
2300,Winning tickets from {@NOW 100 5 FM@} to see {@Harry Styles@} in August has been the highlight of my year  Forever thankful #liveinthenow #tpwk,0,0,1,0,0,0
2301,Had a fantastic weekend in Budapest with family. Then it s time for {@easyJet@} to ruin it. Should ve flown 21.20 Sunday evening. Still sat I m Budapest now. No flight till 14.30pm today‍♂️‍♂️  17 hour delay. Granted a hotel was provided at 03.00am but still...shambles,0,0,0,1,0,0
2302,"Happy to report that my {@Chris Farren@} Born Hot socks came with his new album. So, I m good to go",0,0,1,0,0,0
2303,"Everyone should go listen to {@Northbound@} new album, its bombbb",0,0,1,0,0,0
2304,"So the Ravens are destroying everybody, and the Browns destroyed the Ravens. So the {@Cleveland Browns@} are the best team in the league.",0,0,0,0,1,0
2305,Trippie Redd’s album is the best album of 2019 by far {@Trippie Redd@},0,0,1,0,0,0
2306,Listen to {@Aly Fila@} new album It s All About The Melody ❤ #FSOE #TranceFamily #Trance {{URL}},0,0,1,0,0,0
2307,Happy Bday ChanYeol!! I hope you have a wonderful day with the members!! Saranghae!!  EXO FIGHTING!!  Also good luck on the release of the new album!! #HappyChanyeolDay {@EXO@},0,0,1,0,0,0
2308,Please I bet {@Harry Styles@} gives the best hugs. He’s tall so I bet he goes into the hug and just ugh,0,0,1,0,0,0
2309,"I do not have the chance to be present tomorrow for the preview of your album, but know that I love you more than anything. I am broken but I keep a little hope of one day meeting you. I hope that you are happy and that you are well that s all that matters to me. {@Harry Styles@} ",0,0,1,0,0,0
2310,"The 2010s weren t always kind to the Steelers. Here s a look at the best and worst moments of the decade, via {@Ed Bouchette@} and {@Mark Kaboly@} : {{URL}} ",0,0,0,0,1,0
2311,I would like to thank everyone at the Giants who have supported me down the years and I wish the club well in the years ahead.   But now his focus is on {@Leeds Rhinos@} {{USERNAME}} reports {{URL}},0,0,0,0,1,0
2312,"New Album By {{USERNAME}} dope!! Go Listen {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} Sore with your family and friends, Share Your Thoughts!!! {@Sony Music@} {@Def Jam Recordings@} {{URL}} ",0,0,1,0,0,0
2313,The {@Jessika Carr@} news is amazing. While watching the main event tonight i thought to myself you’ve become one of the best Refs around.,0,0,0,0,1,0
2314,. {@Consequence@} of Sound feature {{USERNAME}} in their Metal Mining column - the best underground releases for Nov.    Very few bands are this creative and this seemingly unbound by sonic barriers.   New album Ÿ is out tomorrow via {{USERNAME}} {{URL}},0,0,1,0,0,0
2315,"Holidays aren’t really my thing but {@Trisha Paytas@} dropped her new album today so it’s a goooood day. Everyone check out Rebirth. It’s so good, I’ll be listening allllll day.",0,0,1,0,0,0
2316,Happy thanksgiving y all know who I m thankful for and its {@Harry Styles@},0,0,1,0,0,0
2317,Happy Thanksgiving to everyone but especially to {{USERNAME}} and {@Harry Styles@},0,0,1,0,0,0
2318,Happy Thanksgiving! {{USERNAME}} {{USERNAME}} {{USERNAME}} {{USERNAME}} {@Cleveland Browns@} {{USERNAME}} {{USERNAME}} {{USERNAME}} and all the Browns supporters out there.,0,0,0,0,1,0
2319,Happy thanksgiving everyone very thankful for {@Harry Styles@} {@Louis Tomlinson@} {@Niall Horan@} {@Liam@},0,0,1,0,0,0
2320,I am thankful for {@Bernie Sanders@} and {@Harry Styles@} . #treatpeoplewithkindness #NotMeUs #Thanksgiving,0,0,1,0,0,0
2321,Check out my new album  The Best Is Yet to Come  distributed by {@DistroKid@} and live on Napster! {{URL}},0,0,1,0,0,0
2322,im thankful for a lot of people but i’m mostly thankful for you guys. thank u for always being there for me ilysm {@Ariana Grande@} {@Louis Tomlinson@} {@Harry Styles@} {@Liam@} {@Niall Horan@} {@zayn@} {@5 Seconds Of Summer@},0,0,1,0,0,0
2323,CONFIRMED   Eminem will be featured on {@FAT JOE@}  s new album  Family Ties  dropping on December 6th !   WORLD AIN T READY FOR THIS. {{URL}},0,0,1,0,0,0
2324,I don’t celebrate thanksgiving but I just want to say how thankful I am for {@One Direction@} for being 5 amazing guys with 5 wonderful albums! I love and miss you guys  {@Liam@} {@zayn@} {@Louis Tomlinson@} {@Harry Styles@} {@Niall Horan@},0,0,1,0,0,0
2325,happy thanksgiving to all the harries out there!! happy holidays everyone!! hope y’all got your belly’s full with some good food  {@Harry Styles@},0,0,1,0,0,0
2326,I just want to say how thankful I am to {@Harry Styles@} for giving me courage & excitement for the future & the life I want to live. I also want to thank him for giving me the opportunity to have all of you. I love you all so much. I’m so thankful for the support & love you give,0,0,1,0,0,0
2327,Pre-save my new album  Happy Bricksgiving 3  on Spotify: {{URL}} (powered by {@DistroKid@} ),0,0,1,0,0,0
2328,Alvin Kamara being bested by Russell Gage and Jared Cook in my {{USERNAME}} Main Event #NotThankful,0,0,0,0,1,0
2329,"6 hour delay, no message, no alert. Lost a whole day of travel to visit with my family we won’t get back. Thanks {@JetBlue@} ",0,0,0,1,0,0
2330,I’m so thankful to you for being the reason that I’m living for. I love u so much! {@Harry Styles@},0,0,1,0,0,0
2331,"Happy #BlackFridaySale You can preorder my new album now! And, {@Apple Music@} users get free singles too! Official drop date: JANUARY 31st let’s goooooo! #WOMAN #ExplorePage {{URL}} ",0,0,1,0,0,0
2332,"Watch: #Oklahoma musician {{USERNAME}} releases new album  The #Christmas Light,  with the music video for  Home Movies  #HappyHolidays {{URL}} ",0,0,1,0,0,0
2333,4 hour delay on the way to atl and 25 minute delay sitting waiting for the grounds crew on the way back. Wonderful traveling this holiday season {{USERNAME}} {@Delta@} #3kids #allthegerms,0,0,0,1,0,0
2334,. {@FAT JOE@} Reveals {@Marshall Mathers@} is Featuring on his New Album ‘Family Ties’ {{URL}},0,0,1,0,0,0
2335,i actually can’t believe it’s been 2 years since the best night ever aka the iconic Harry melbourne show ❤️ {@Harry Styles@},0,0,1,0,0,0
2336,"hi angel {@Harry Styles@} ♡ hope you re well☆ I was thinking how much thankful I am to have an idol like you, truly. i wish you all the love in the world but most of all i wish it from myself♡ hope you have a lovely day! take care. your friend, always. Laura ♡♡",0,0,1,0,0,0
2337,Spending Thanksgiving break with {{USERNAME}} watching Demon Slayer has been the best way to spend the break.,0,0,0,1,0,0
2338,#ChristmasinRome {@Hallmark Channel@} {@Sam Page@} {{USERNAME}} Wow those are amazing bright christmas lights outside the Hotel.,0,0,1,0,0,0
2339,I love Christmas lights {@Hallmark Channel@} #CountdowntoChristmas #ChristmasInRome #ad,0,0,1,0,0,0
2340,Epi 7 of {@The Morning Show@} - {@Mindy Kaling@}  parading around a couple of white women to show how progressive the network is...while the brown people are left to make sure the trains of their dresses don t touch the ground.  I find this extremely ironic when her character is AUDRA.,0,0,1,0,0,0
2341,Nintendo Switch Lite Zacian and Zamazenta Pokemon Edition in stock at Walmart {{URL}} for $259 | Get The Tracker App {{USERNAME}},0,0,0,0,1,0
2342,7 years later and {@Dylan Playfair@} is still the LOML,0,0,1,0,0,0
2343,"I want an official announcement first. Huhu but with all these tweets, please stay strong {{USERNAME}} , tita {{USERNAME}} and kuya {{USERNAME}} All my prayers are with you and your family. Sending hugs from where am I to where you all are. ❤️",0,0,0,1,0,0
2344,So {@Knives Out@} was good but it is NOT really a comedy. For some reason I had in my mind this was more Clue-like silliness but it really is more Agatha Christie. I need to rewatch the trailer to see why I thought it was a comedy.,0,0,1,0,0,0
2345,Bills Player After Cowboys Win: “I See Why You Don’t Pay Dak” {{URL}} via {{USERNAME}},0,0,0,0,1,0
2346,Repost from {{USERNAME}} • The Aggie Gentz 5th Quarter Event is SOLD OUT‼️ . . NO TICKETS WILL BE SOLD AT THE DOOR. . . We appreciate everyone s overwhelming support!  See you in the… {{URL}},1,0,0,0,0,0
2347,Brown now has 10 TD s this season...seven through the ground game.   Cal also has scored twice inside the red zone tonight...continuing UCLA s woes inside the 20-yard line. {{USERNAME}} {{USERNAME}} {{USERNAME}},0,0,0,0,1,0
2348,L.O.L. Surprise! Bigger Surprise! in stock at Walmart {{URL}} for $129.96 | Get The Tracker App {{USERNAME}},0,1,0,0,0,0
2349,UVTraveler {{USERNAME}} - Rooted In The Ground  #kbradiothp #kbindieradio {{URL}},0,0,1,0,0,0
2350,Live Updates: {@SIMBA@} On Stage Sierra Leon National Stadium... sold out!!! ✔✔ #KillerMe {{URL}},0,0,1,0,0,0
2351,Monopoly for Millennials in stock at Walmart {{URL}} for $40.99 | Get The Tracker App {{USERNAME}},0,1,0,0,0,0
2352,"The {{USERNAME}} welcomes {{USERNAME}} tonight at 7pm for the first of two sold out performances this December. If you love Whitney, try and grab a return ticket!",0,0,1,0,0,0
2353,A FAMILY STAYS TOGETHER STAY STRONG TOGETHER {@BTS_twt@} #FLYHIGHBTS #FAMILYGOALS #STAYSYRONG❤️,0,0,0,1,0,0
2354,"14 years later, {@SUPER JUNIOR@} ’s Kim Heechul is still my biggest what if.",0,0,1,0,0,0
2355,#BTSWorldWidePerformers {@BTS_twt@} is the world greatest performers watch this video and you ll see why {{URL}},0,0,1,0,0,0
2356,"Fingers crossed for a speedy recovery, champ!   Nicky Henderson is hopeful Buveur D Air will make a full recovery from the injury he picked up in the {@Betfair@} Fighting Fifth Hurdle - but whether he runs again this season is a  grey area . ",0,0,0,0,1,0
2357,I would like to offer you and your family {{USERNAME}} our deepest and most sincere condolences and my the soul of your step Dad rest in peace .My the Lord comfort you and ur family Stay Strong & We love you,0,0,0,1,0,0
2358,happy bday {{USERNAME}} I love you so much! you deserve the world! I m so proud of you! I love your happiness! you are so precious! ❤️ enjoy your day! ily!,0,0,0,1,0,0
2359,Picked up this deck of cards from {{USERNAME}} amazing! And check out the King of Diamonds!,0,0,0,0,1,0
2360,"The funding we receive from our Patrons helps to fuel some amazing content, like this article by {{USERNAME}} that takes a look back at RPG classic LUNAR: The Silver Star. See why he calls it  the best anime we never got.  ⬇️ {{URL}} ",0,0,0,0,1,0
2361,Many thanks to Ear To The Ground Music for the gracious review of our newest release - Here We Go!  An Indie Mix To Accompany  Your Shopping {{URL}} via {{USERNAME}},0,0,1,0,0,0
2362,I can t even begin to tell you how excited I am to have picked up this beautiful set up charred oak tumblers from {{USERNAME}} #cocktailmix #cocktails #cocktailhour #happyhour #craftcocktails #supportlocal… {{URL}},0,0,0,1,0,0
2363,"Cyber Monday deals are on  {{USERNAME}} check out before it’s sold out  @ Boca Raton, Florida {{URL}} ",0,1,0,0,0,0
2364,Enter to Meet a Jingle Ball Artist + WRAP BATTLE Sisanie at KIIS FM s SOLD OUT Jingle Ball Presented by Capital One from {@102 7 KIIS FM@} . {{URL}},0,0,1,0,0,0
2365,Idk what to say about this first half performance. It s getting better as the game goes on. {@Dwayne Haskins Jr@} lookin solid and the line is giving him time. Defense got stay strong and dont give up no more points #SundayFunday #NFL100 #HTTR #redskins,0,0,0,0,1,0
2366,"The Hutchinson Overide may be better suited to tamer paths and pavement, per {{USERNAME}} See why on {{USERNAME}}  At The Finish  review here: {{URL}} #tarvelbygravel #graveltravel",0,0,0,0,0,1
2367,Enter to meet BILLIE CLAUSE at KIIS FM s SOLD OUT Jingle Ball Presented by Capital One from {@102 7 KIIS FM@} . {{URL}},0,0,1,0,0,0
2368,Another huge day for {@King Henry@} on the ground. Third consecutive game with at least 100 yards rushing. #BuiltByBama,0,0,0,0,1,0
2369,"Every time ot6 come together and feel that heavy absence, at home too, every time they see a MBB , how long can we lie to ourselves. He HAS  to come back Stay strong Monbebes♥️ #SteadfastForMX7 #왜_시작했는지_잊지마 {@MONSTA X@} ",0,0,1,0,0,0
2370,L.O.L. Surprise! Glitter Globe Doll Winter Disco Series with Glitter Hair  is in stock at Walmart {{URL}} for $67.48 | Get The Tracker App {{USERNAME}},0,1,0,0,0,0
2371,Sofia Franco - Portland {{URL}} via {@YouTube@} . I just discovered a new family member. Sofia is wonderful. Just have to learn about our connection. {{USERNAME}} ??,0,0,0,1,0,0
2372,"I just watched the {@NBA TV@} highlights for {@Dallas Mavericks@} spanking the overrated {@Los Angeles Lakers@} and had to sit down highlight after highlight of James, Davis and even Caruso. Pathetic.",0,0,0,0,1,0
2373,"X1, Let s fly high!!   #MAMAVOTE #x1 {{USERNAME}} {@X1members@} ",0,0,1,0,0,0
2374,Post Malone was my No.1 most listened to artist on Spotify Wrapped. A total of 46 hours listened to you this year. You are one of my favorite artist. Your music always gets me in a happy mood. I think I listened to you a lot more than 46 hours but still thanks!!!! {@Posty@},0,0,1,0,0,0
2375,"Congratulations on a great season, VMHS Eagles! You make us proud! Fly high!  #VMHS #CCISD {{USERNAME}} {{USERNAME}} {@CCISD@} ",0,0,0,0,1,0
