id,text,anger,joy,fear,sadness
1784,Maybe @SamHeughan can send me good luck on my job interview tomorrow. #nervous 😳,0,0,1,0
1785,@alivitali that's what I'm afraid of!,0,0,1,0
1786,So not pumped for this interview #nervous,0,0,1,0
1787,An @amityaffliction kind of drive home from work today #nightmare #dailyfeels,0,0,1,0
1788,I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows. #fear #fashion,0,0,1,0
1789,"When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott",0,0,1,0
1790,hi my names anxiety and i have shaun,0,0,1,0
1791,Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started,0,0,1,0
1792,@YahooCare data stolen in 2014 and only now do you tell us .,0,0,1,0
1793,I dread math 😴,0,0,1,0
1794,@SusannahSpot I could pop round #nightmare,0,0,1,0
1795,@excalibater I'm very shy irl and lately I feel like everyone's doing their own thing and I don't fit in anywhere and I feel lonely :(,0,0,1,0
1796,How do you ever stop being #afraid of someone that you live with,0,0,1,0
1797,@DSWT I despair at this madness! It's beyond #shocking it's cold blooded murder!  How long will #SouthAfrica stand by &amp;watch #WorldRhinoDay,0,0,1,0
1798,in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat,0,0,1,0
1799,So she goes first. She gets her book signed &amp; I can barely take their picture cuz I'm shaking 😭😭😭😭😭,0,0,1,0
1800,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare,0,0,1,0
1801,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,0,0,1,0
1802,Well this is flipping great! Flipping standstill on the freeway! #anxiety #stepofftheledge #youvegottobekiddingme,0,0,1,0
1803,When you arrive at the office the day before your first ever festival and the Internet is down #panic,0,0,1,0
1804,@WunderlistHelp are you guys still down? When can we go up? #panic,0,0,1,0
1805,The focal points of war lie in #terrorism and the #UN needs to address #violentextremism,0,0,1,0
1806,Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,0,0,1,0
1807,Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂,0,0,1,0
1808,"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",0,0,1,0
1809,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare,0,0,1,0
1810,What the fuck is he even doing ? He should be off that's fucking horrific !,0,0,1,0
1811,@AldiToHarrods I'm still too nervous to try it. I need to man up and give it ago.,0,0,1,0
1812,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear,0,0,1,0
1813,@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,0,0,1,0
1814,I don't know how people can binge watch horror films ...ALONE!😓😰,0,0,1,0
1815,Haven't gotten one hour of sleep... Today is going to be a fun day 😐 #restless,0,0,1,0
1816,This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. ,0,0,1,0
1817,#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,0,0,1,0
1818,"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",0,0,1,0
1819,I thought the nausea and headaches had passed but lol I feel awful today,0,0,1,0
1820,Job interview in the afternoon  #ek,0,0,1,0
1821,Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,0,0,1,0
1822,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,0,0,1,0
1823,"# ISIS REFERENCES SCRUBBED?  Federal complaint against suspect in NYC, NJ bombings appears to omit terror names in bloody journ...  #news",0,0,1,0
1824,@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted,0,0,1,0
1825,searching for what pro and academic writers have to say about #writing #anxiety and #writersblock,0,0,1,0
1826,What an actual nightmare,0,0,1,0
1827,Can we go back 2 weeks and start again ?? This is seriously dreadful,0,0,1,0
1828,I absolutely love having an anxiety attack halfway through a family meal,0,0,1,0
1829,Pakistan is the biggest victim of terrorism - Nawaz Sharif \nReally? It should have been biggest creator of terrorism. #UNGA,0,0,1,0
1830,"After #terror our leaders say, 'Don't jump to conclusions,' but [in matters of #racial unrest], they are silent. Why is that? @greggutfeld",0,0,1,0
1831,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,0,0,1,0
1832,#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !,0,0,1,0
1833,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous",0,0,1,0
1834,im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,0,0,1,0
1835,"Just heard what happen at grandad hometown last night such a terrible news 💔, hope everyone okay 😢",0,0,1,0
1836,"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",0,0,1,0
1837,It's 5:55am. I'm hungry but there is no food. #panic,0,0,1,0
1838,I have a job interview with @BarclaysUK in Loughborough next month #nervous!!!,0,0,1,0
1839,"@AllyTheRipper @ProoF @SpaitoGaming every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on..",0,0,1,0
1840,"@JackAndAHat butter up the walls, nightmare",0,0,1,0
1841,both afraid of all the same things,0,0,1,0
1842,onus is on Pakistan' : MEAIndia after #Uri #terror attack,0,0,1,0
1843,Don't wanna really go out but I can't say no. Deffo have a fear of missing out,0,0,1,0
1844,Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,0,0,1,0
1845,@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice ,0,0,1,0
1846,My doctor is giving me flower extract to relieve anxiety and reduce panic attacks :'),0,0,1,0
1847,I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit 😭,0,0,1,0
1848,@megynkelly We should be ignoring these rioters like the current administration ignores #terrorism. This will obviously make it stop.,0,0,1,0
1849,"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",0,0,1,0
1850,@TimesNow indian army crossed loc into pok to bust terror camp on 20th Sept night?,0,0,1,0
1851,@KennyCoble @Rosie these horrific situations will only get worse if trump is elected. vote Hillary.,0,0,1,0
1852,"@BBCNews 😝 scared of their own horror story they wrote, afraid of the #terror they spread, will #europe start WW3 in 2017 anniversary of WW1",0,0,1,0
1853,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care #nightmare #airbnbnightmare,0,0,1,0
1854,"@Tik115 Issue with that is, will the effort involved get back the amount I put into it? That's what I'm fearful of.",0,0,1,0
1855,"Avoiding #fears only makes them scarier. Whatever your #fear, if you face it, it should start to fade. #courage",0,0,1,0
1856,My anxiety is playing around HELP!!!!!,0,0,1,0
1857,Got to be up in 4 hours to go back to work #cantsleep #excited #nervous,0,0,1,0
1858,my husband lost £800 when he booked an apartment through @Airbnb that didn't exist... @AirbnbHelp didn't care  #airbnbnightmare,0,0,1,0
1859,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys #anxiety",0,0,1,0
1860,I'm afraid she's the goat you libeling people? #afraid #goat #libeling,0,0,1,0
1861,"@twlldun @bbcquestiontime @JacobReesMogg @leicesterliz @normanlamb @CarolineLucas @JuliaHB1 Oh god, not Brewer again. The horror, the horror",0,0,1,0
1862,&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,0,0,1,0
1863,"The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that #fear #Brendonati",0,0,1,0
1864,Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much,0,0,1,0
1865,@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg ,0,0,1,0
1866,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,0,0,1,0
1867,@coopah Worst than going to the morgue to do a positive ID. #horrible Reuters,0,0,1,0
1868,Scott Dann injured aka my worst nightmare,0,0,1,0
1869,"bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy",0,0,1,0
1870,induction day tomorrow for pizza express #nervous,0,0,1,0
1871,Dates in the glove box' is pure panic excuse #GBBO,0,0,1,0
1872,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed",0,0,1,0
1873,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,0,0,1,0
1874,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,0,0,1,0
1875,"My interview went well today, I can't wait to find out what happens. #nervous #excited #interview #jobinterview",0,0,1,0
1876,"I'm used to bears, I'm used to coyotes, I love the idea of wolves. But this is hard. I don't want to be fearful of the meadow or the pines.",0,0,1,0
1877,@missmeliss465 @WellWeds @siggyflicker @whispernghope @mcrichard awe I feel so bad being naive ou is the worst,0,0,1,0
1878,Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity ,0,0,1,0
1879,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,0,0,1,0
1880,@katlute which one....the one where u threaten violence? Or the phedophiliac u support?  Or the constitution violations he proposes?,0,0,1,0
1881,still shaking though 🙃,0,0,1,0
1882,Watching It Follows.  This is a super freaky movie.  #horror #scary,0,0,1,0
1883,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. #horror,0,0,1,0
1884,"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",0,0,1,0
1885,@Burnt_Out_Darth @theaterofscifi thanks. #nightmare,0,0,1,0
1886,#TerrorStatePak we r confirm that #navazsharif is post graduate distinction student of university of #terrorism. He can't spare himself.,0,0,1,0
1887,"@ANI_news #Pakistan should stop cross border #terrorism if they really need solution for #KashmirIssue. @narendramodi sir, #India should act",0,0,1,0
1888,3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited,0,0,1,0
1889,"This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare.",0,0,1,0
1890,I hate having ideas but being too afraid to share them 😔,0,0,1,0
1891,i'd let jiho step on my throat but he'd probs be afraid he'd hurt me,0,0,1,0
1892,"@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom",0,0,1,0
1893,Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring #terrorism,0,0,1,0
1894,Idk if it's hella hot in here or I'm nervous,0,0,1,0
1895,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. #afraid,0,0,1,0
1896,I can't imagine keeping malice with my brothers!! I shudder when I see siblings estranged and all,0,0,1,0
1897,Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,0,0,1,0
1898,@MaryamNSharif I think just becz u have so much terror in pak nd urself being  a leader u forgot d difference btw a leader nd terrorist !,0,0,1,0
1899,And here we go again 😓 #restless,0,0,1,0
1900,"There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful",0,0,1,0
1901,Do you think humans have the sense for recognizing impending doom? ,0,0,1,0
1902,@GeneralBakshi Only Indian seems to be afraid of War is @sardesairajdeep n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,0,0,1,0
1903,@officialShaky 'Operation Echoes' is gathering momentum ... #tense  #feelsick #excited,0,0,1,0
1904,Retweeted Dr. Rand Paul (@RandPaul):\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen.,0,0,1,0
1905,The more I watch this documentary on @Channel4 the more I think @Airbnb is more a #nightmare than dream #dreamornightmare,0,0,1,0
1906,World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?,0,0,1,0
1907,"@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL",0,0,1,0
1908,We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror @JudgeTedPoe,0,0,1,0
1909,#terror test ................,0,0,1,0
1910,@MrMalky @kwr66 How awful! Switched off!,0,0,1,0
1911,bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church #nervous,0,0,1,0
1912,The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,0,0,1,0
1913,Just had a massive argument with my alarm today... I didn't want to get up. I don't know how we're going to fix this by tomorrow morning 😕,0,0,1,0
1914,@Delta stuck on runway after being diverted to Fargo. Continuously told just 10 more mins for the past 4 hours. No food/water offered #awful,0,0,1,0
1915,"@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare",0,0,1,0
1916,#beyond naming &amp; shaming ; lies a vast space b/w #sanctions &amp; #terror state...v *wait til Others #impose it...&amp; do not hv COURAGE #ourselves,0,0,1,0
1917,"@MEAIndia: Virtually every statement by other countries at #UN has referred to #terror as main threat to peace, #Pak still in denial.",0,0,1,0
1918,wow if i need to start over on SIF im prob gonna just die,0,0,1,0
1919,"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",0,0,1,0
1920,I want to slide into the dms but im too fucking shy #shy,0,0,1,0
1921,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli #terrible,0,0,1,0
1922,At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.,0,0,1,0
1923,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create  #BlackLivesmatter #terrorism",0,0,1,0
1924,#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces.,0,0,1,0
1925,"Tired of people pretending Islam isn't one of the most misogynistic religions, it's no coincidence Muslim countries are terrible for women.",0,0,1,0
1926,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,0,0,1,0
1927,@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,0,0,1,0
1928,@TeaPartyOrg Hes right when the Civil war starts it will be wall to wall terrorism and i don't fancy the Muzzy's chances,0,0,1,0
1929,Look at this #massiah of #youngleader\n#Pakistan #massiah of #terrorism,0,0,1,0
1930,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall,0,0,1,0
1931,@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,0,0,1,0
1932,"@politico If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?",0,0,1,0
1933,this Mac update has me some kind of apprehensive.,0,0,1,0
1934,a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,0,0,1,0
1935,Your boy' is having a nightmare @VivaLaSergio,0,0,1,0
1936,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. #discouraged",0,0,1,0
1937,@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon,0,0,1,0
1938,Now #India is #afraid of #bad #terrorism.,0,0,1,0
1939,@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud,0,0,1,0
1940,ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!,0,0,1,0
1941,Man city's kit is dreadful!,0,0,1,0
1942,"jimmy_dore: RaisingTheBoss we've already lost our country and our government to oligarchs, but their fear tactics still work it appears.",0,0,1,0
1943,"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",0,0,1,0
1944,Set n alarm '@Innocentia_T: I wanna nap but I'm scared I'll wake up tomorrow .',0,0,1,0
1945,"@Megannn_walsh12 @itsshelleeey never said that,Just not fair how Yous think it's completely okay to bully someone",0,0,1,0
1946,Just feel awkward that I'm being timid to everyone.,0,0,1,0
1947,"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",0,0,1,0
1948,@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? ,0,0,1,0
1949,@DaniQays @AJENews ohh.. so here comes sense from terror supporting stone pelting vandalizing ppl who gather b4 protests to announce ...,0,0,1,0
1950,@JaySekulow what can we do 2 get @realDonaldTrump 2 reveal his taxes? That is the immediate danger. But u will not answer me. ,0,0,1,0
1951,Unruly kids at 8am in the morning #nothanks ripping the flower beds up by the roots while their parents watch #shocking,0,0,1,0
1952,"#ntfc mourinho is worried,  bringing Ibra  and Rushford on.  #panic",0,0,1,0
1953,"@latenightdaryun pfft, as if anyone undergoing the constant ongoing horror of sapient consciousness has any trust in themself anyway",0,0,1,0
1954,Librarians scare me,0,0,1,0
1955,@SherriEShepherd because #whitepeople are #afraid of large #blackmen?,0,0,1,0
1956,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety",0,0,1,0
1957,@mikebairdMP @AndrewConstance @nswtaxi how many sex cases u need before u guys learn UBER is shocking to the consumer unregulated,0,0,1,0
1958,@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.,0,0,1,0
1959,Democracy doesn't work\n#mob #mentality #mass #hysteria #fear #mongering #oligarchy,0,0,1,0
1960,I want to slide into the dms but im too fucking shy ,0,0,1,0
1961,"Jesus wept! Another RNS from #rusty @metaltigerplc quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is #shocking",0,0,1,0
1962,A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ,0,0,1,0
1963,"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama",0,0,1,0
1964,We're all in D. T. (Discipleship training or detox) for something. #messy  #cutoff #choosefreedom #CryOut16,0,0,1,0
1965,@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),0,0,1,0
1966,So not pumped for this interview ,0,0,1,0
1967,Rojo is shocking.......absolutely shocking !!!,0,0,1,0
1968,#NawazSharif confesses that #Pakistan  supports #terror at #unga\n#BurhanWani,0,0,1,0
1969,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all #panic",0,0,1,0
1970,"When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless",0,0,1,0
1971,@wwcummings @USATODAY this individual is clearly trying 2 #intimidate this #LEO I see an issue here. STOP CAUSING ISSUES by pushing limits!!,0,0,1,0
1972,@Lrihendry I'm not sure we like this comparison.  USA should emulate #Israel's methods of protecting civilians against #terror attacks,0,0,1,0
1973,"Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas  #stressed",0,0,1,0
1974,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy,0,0,1,0
1975,We in our own country are so divided in our approach so how could we fight #terrorism and #pakistani terrorism #MartyrsNotBeggars,0,0,1,0
1976,@GuardianAus @Paul_Karp Maybe 49% support no #Muslim immigration cos they perceive the risk of #Islamist ideology &amp; #terrorism as too high?,0,0,1,0
1977,"Sounds like Donald Trump has spent today just making extra, extra sure he'd get those frightened white, conservative, racist votes.",0,0,1,0
1978,"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",0,0,1,0
1979,@NinjaWorrier @ali_zimmer @m_pattison How long ago was that? (I shudder to think.),0,0,1,0
1980,@BigBossPeltonen \nLikewise #death #cutting ,0,0,1,0
1981,@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.,0,0,1,0
1982,horrid having a car n no liscence,0,0,1,0
1983,Today has dragged on #restless,0,0,1,0
1984,@twinfjournal @TwinningLife111 @KCtwinflame @TFUnion1111 @Para_Priestess @cupidpoetry I went thru the same thing yesterday #panic better2day,0,0,1,0
1985,@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy,0,0,1,0
1986,we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues,0,0,1,0
1987,How I Murdered Your Mother #SpookyTv #horror,0,0,1,0
1988,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 ,0,0,1,0
1989,Girls with hairy arms scare me,0,0,1,0
1990,Didn't concede yet but having a nightmare at the back #MUFC,0,0,1,0
1991,"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",0,0,1,0
1992,I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,0,0,1,0
1993,"In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting",0,0,1,0
1994,@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,0,0,1,0
1995,Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball,0,0,1,0
1996,@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. ,0,0,1,0
1997,mmmm i'm kinda sad i hope i can shake this before school,0,0,1,0
1998,Late night #thoughts. Feeling #restless.,0,0,1,0
1999,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety",0,0,1,0
2000,@carlybigelow13 first you take the room now you wanna beat me up #bully,0,0,1,0
2001,@datboyJuniorE lool soon as man start loosing weight.  Its panic,0,0,1,0
2002,@jndtech horrible.,0,0,1,0
2003,“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.”   \n  ―#Stanley #Coren,0,0,1,0
2004,Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.,0,0,1,0
2005,"@Ms_Asia_Pacific @jgsuing @PilosopoTanya @HuffingtonPost @HuffPostPol as a fellow UP grad, i shiver at the shallowness of his arguments",0,0,1,0
2006,How can America be so openly embracing racism. ,0,0,1,0
2007,Overtime... #TeamNA #WCH2016 #nervous,0,0,1,0
2008,"From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism",0,0,1,0
2009,Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k #apprehension?,0,0,1,0
2010,We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16,0,0,1,0
2011,Recording some more #FNAF and had to FaceTime my mum to let her know I was okay after I let out a high pitched scream 😂 #horror #suchagirl,0,0,1,0
2012,@bobcesca_go @sesmithesq \nDidn't Florida 2000 teach you anything? I live here in Palm Beach County and lived through that nightmare.,0,0,1,0
2013,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. #intimidated,0,0,1,0
2014,How can America be so openly embracing racism. #dismayed,0,0,1,0
2015,Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,0,0,1,0
2016,@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,0,0,1,0
2017,Super shitting it about this tattoo ,0,0,1,0
2018,when people hit on me i try to shake them off by talking about how i hide from communism,0,0,1,0
2019,How am I supposed to intimidate the freshman if half of them are taller than I am??,0,0,1,0
2020,"How the fuck do we #live our lives admiring everybody that ever just did something to #win it, then be #afraid to even try to do it yourself",0,0,1,0
2021,@GuardianAus @guardian because there is a realistic probability that a clown might be their next president. #clown #uspol ,0,0,1,0
2022,Onus is on #Pak to act against #terror groups which find all types of support for cross border terror: #MEA,0,0,1,0
2023,Round 2 #panic #pcola,0,0,1,0
2024,"2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!",0,0,1,0
2025,"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",0,0,1,0
2026,@LBC - I can't read this article but headline indicates a horror story. Lock sick chavs up and throw away the key.,0,0,1,0
2027,The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,0,0,1,0
2028,@BraveHermione_ + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,0,0,1,0
2029,#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India,0,0,1,0
2030,"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",0,0,1,0
2031,Sickness bug! #awful,0,0,1,0
2032,@gowoonist i got that but you were alarming,0,0,1,0
2033,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,0,0,1,0
2034,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it ,0,0,1,0
2035,"#America finding #gratitude amidst the sadness and frustration about race, #fear, anger and #racism, i remain hopeful _ i'm an earth fixer'",0,0,1,0
2036,"David's #anxiety is going to send him home. As someone who also suffers, learning to look normal is an essential coping skill. #survivor",0,0,1,0
2037,@jjskeffington @foodbelfast I dread to think!,0,0,1,0
2038,I'm such a shy girl🙄,0,0,1,0
2039,Watching Paranormal Activity: The Ghost Dimension. I'm not sure how I feel about it yet. ,0,0,1,0
2040,@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 ,0,0,1,0
2041,onus is on Pakistan' : @MEAIndia after #Uri #terror attack,0,0,1,0
2042,"#internationaldayofpeace Want peace,prepare for war. Destroy terror states like Pakistan",0,0,1,0
2043,"They're both awful in their own ways, but just saying. The way he treated Aniston alone makes him a nightmare male narcissist to be avoided.",0,0,1,0
2044,Georgia Tech's Secondary is as soft as a marshmallow.  #horrible,0,0,1,0
2045,#Muslims are the principle victims of #terrorism. More Muslims are dying at the hands of these #terrorists than anyone else. #YounusAlGohar,0,0,1,0
2046,Angelino's been horrific,0,0,1,0
2047,@BaileyDemented @hsmitty3 ill kill u if u bully her 😤😤😤,0,0,1,0
2048,"Rollover car crash on warren st, traffic is horrid #Boston",0,0,1,0
2049,@NRA @HillaryClinton  She never said anything about taking away guns but I would now bc of your stupid scare tactics for gun sales.Sickening,0,0,1,0
2050,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10  #killme,0,0,1,0
2051,Looks like #India is finally taking #Pakistan n it's #terrorism to task.#uriattacks.,0,0,1,0
2052,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",0,0,1,0
2053,Saga: When all of your devices and teles fail just in time for bake off  #gbbo,0,0,1,0
2054,Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless,0,0,1,0
2055,"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",0,0,1,0
2056,Appropriate that first secretary at permanent mission is tasked with demolition of #terror state #Pakistan - Like 'renunciation of lies' bit,0,0,1,0
2057,I really want to go for fright night but I really don't 😁,0,0,1,0
2058,@NaziaMemon01 yeah a terror packed terror supported speech..,0,0,1,0
2059,@peacexxanna your nightmare,0,0,1,0
